filepath,substrate_cluster,substrate_name
data/raw/Coccidiosis/cocci.1049.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.105.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.1050.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1051.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1052.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1053.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1054.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1055.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1056.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1057.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1058.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1059.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.106.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1060.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1061.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1062.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.1063.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1064.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1065.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.1066.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1067.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1068.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1069.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.107.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1070.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1071.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1072.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1073.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1074.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.1075.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1076.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1077.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1078.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1079.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.108.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1080.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1081.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1082.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1083.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1084.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1085.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1086.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1087.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1088.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1089.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.109.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1090.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1091.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1092.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1093.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1094.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1095.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1096.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1097.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1098.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1099.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.11.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.110.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1100.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1101.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1102.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1103.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1104.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1105.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1106.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1107.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1108.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.1109.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.111.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1110.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1111.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1112.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1113.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1114.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.1115.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1116.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1117.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1118.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1119.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.112.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.1120.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.1121.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1122.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1123.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.1124.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1125.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1126.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1127.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.1128.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1129.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.113.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1130.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1131.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1132.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1133.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1134.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1135.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1136.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1137.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1138.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1139.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.114.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.1140.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1141.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1142.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1143.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1144.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1145.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1146.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1147.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1148.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1149.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.115.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1150.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.1151.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1152.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1153.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1154.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1155.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1156.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1157.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1158.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1159.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.116.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1160.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1161.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1162.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1163.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1164.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1165.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1166.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1167.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.1168.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.1169.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.117.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1170.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1171.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1172.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1173.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1174.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1175.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1176.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1177.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.1178.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1179.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.118.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1180.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1181.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1182.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1183.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1184.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1185.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1186.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1187.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1188.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1189.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.119.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1190.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1191.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1192.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1193.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1194.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1195.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1196.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1197.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.1198.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1199.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.12.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.120.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1200.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.1201.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1202.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1203.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1204.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1205.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.1206.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1207.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.1208.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1209.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.121.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1210.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1211.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1212.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1213.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1214.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1215.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1216.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1217.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1218.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1219.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.122.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1220.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1221.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1222.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1223.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1224.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1225.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1226.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1227.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1228.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1229.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.123.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1230.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1231.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1232.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1233.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1234.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1235.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1236.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1237.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1238.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1239.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.124.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1240.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1241.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1242.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1243.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.1244.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1245.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1246.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1247.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1248.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1249.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.125.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1250.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1251.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1252.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1253.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1254.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1255.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1256.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1257.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1258.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1259.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.126.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1260.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.1261.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.1262.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1263.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1264.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1265.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1266.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1267.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1268.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1269.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.127.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1270.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1271.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.1272.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1273.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.1274.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.1275.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.1276.jpg,0,Cluster 0 (Dark soil / concrete)
