filepath,category,source_file
data/ood/shoes_boots/shoe_039.jpg,shoes_boots,image239.jpg
data/ood/shoes_boots/shoe_040.jpg,shoes_boots,image168.jpg
data/ood/shoes_boots/shoe_041.jpg,shoes_boots,image127.jpg
data/ood/shoes_boots/shoe_042.jpg,shoes_boots,image212.jpg
data/ood/shoes_boots/shoe_043.jpg,shoes_boots,image161.jpg
data/ood/shoes_boots/shoe_044.jpg,shoes_boots,image151.jpg
data/ood/shoes_boots/shoe_045.jpg,shoes_boots,image119.jpg
data/ood/shoes_boots/shoe_046.jpg,shoes_boots,image242.jpg
data/ood/shoes_boots/shoe_047.jpg,shoes_boots,image2.jpg
data/ood/shoes_boots/shoe_048.jpg,shoes_boots,image182.jpg
data/ood/shoes_boots/shoe_049.jpg,shoes_boots,image19.jpg
data/ood/shoes_boots/shoe_050.jpg,shoes_boots,image1.jpg
data/ood/shoes_boots/shoe_051.jpg,shoes_boots,image157.jpg
data/ood/shoes_boots/shoe_052.jpg,shoes_boots,image244.jpg
data/ood/shoes_boots/shoe_053.jpg,shoes_boots,image256.jpg
data/ood/shoes_boots/shoe_054.jpg,shoes_boots,image180.jpg
data/ood/shoes_boots/shoe_055.jpg,shoes_boots,image79.jpg
data/ood/shoes_boots/shoe_056.jpg,shoes_boots,image129.jpg
data/ood/shoes_boots/shoe_057.jpg,shoes_boots,image288.jpg
data/ood/shoes_boots/shoe_058.jpg,shoes_boots,image180.jpg
data/ood/shoes_boots/shoe_059.jpg,shoes_boots,image216.jpg
data/ood/shoes_boots/shoe_060.jpg,shoes_boots,image244.jpg
data/ood/shoes_boots/shoe_061.jpg,shoes_boots,image172.jpg
data/ood/shoes_boots/shoe_062.jpg,shoes_boots,image171.jpg
data/ood/shoes_boots/shoe_063.jpg,shoes_boots,image63.jpg
data/ood/shoes_boots/shoe_064.jpg,shoes_boots,image132.jpg
data/ood/shoes_boots/shoe_065.jpg,shoes_boots,image32.jpg
data/ood/shoes_boots/shoe_066.jpg,shoes_boots,image262.jpg
data/ood/shoes_boots/shoe_067.jpg,shoes_boots,image116.jpg
data/ood/shoes_boots/shoe_068.jpg,shoes_boots,image115.jpg
data/ood/shoes_boots/shoe_069.jpg,shoes_boots,image147.jpg
data/ood/shoes_boots/shoe_070.jpg,shoes_boots,image152.jpg
data/ood/shoes_boots/shoe_071.jpg,shoes_boots,image226.jpg
data/ood/shoes_boots/shoe_072.jpg,shoes_boots,image78.jpg
data/ood/shoes_boots/shoe_073.jpg,shoes_boots,image41.jpg
data/ood/shoes_boots/shoe_074.jpg,shoes_boots,image6.jpg
data/ood/hands_skin/hand_000.jpg,hands_skin,620.jpg
data/ood/hands_skin/hand_001.jpg,hands_skin,514.jpg
data/ood/hands_skin/hand_002.jpg,hands_skin,65.jpg
data/ood/hands_skin/hand_003.jpg,hands_skin,429.jpg
data/ood/hands_skin/hand_004.jpg,hands_skin,623.jpg
data/ood/hands_skin/hand_005.jpg,hands_skin,433.jpg
data/ood/hands_skin/hand_006.jpg,hands_skin,40.jpg
data/ood/hands_skin/hand_007.jpg,hands_skin,701.jpg
data/ood/hands_skin/hand_008.jpg,hands_skin,950.jpg
data/ood/hands_skin/hand_009.jpg,hands_skin,875.jpg
data/ood/hands_skin/hand_010.jpg,hands_skin,901.jpg
data/ood/hands_skin/hand_011.jpg,hands_skin,274.jpg
data/ood/hands_skin/hand_012.jpg,hands_skin,939.jpg
data/ood/hands_skin/hand_013.jpg,hands_skin,497.jpg
data/ood/hands_skin/hand_014.jpg,hands_skin,1016.jpg
data/ood/hands_skin/hand_015.jpg,hands_skin,610.jpg
data/ood/hands_skin/hand_016.jpg,hands_skin,1194.jpg
data/ood/hands_skin/hand_017.jpg,hands_skin,743.jpg
data/ood/hands_skin/hand_018.jpg,hands_skin,117.jpg
data/ood/hands_skin/hand_019.jpg,hands_skin,990.jpg
data/ood/hands_skin/hand_020.jpg,hands_skin,666.jpg
data/ood/hands_skin/hand_021.jpg,hands_skin,611.jpg
data/ood/hands_skin/hand_022.jpg,hands_skin,858.jpg
data/ood/hands_skin/hand_023.jpg,hands_skin,678.jpg
data/ood/hands_skin/hand_024.jpg,hands_skin,1050.jpg
data/ood/hands_skin/hand_025.jpg,hands_skin,19.jpg
data/ood/hands_skin/hand_026.jpg,hands_skin,170.jpg
data/ood/hands_skin/hand_027.jpg,hands_skin,458.jpg
data/ood/hands_skin/hand_028.jpg,hands_skin,413.jpg
data/ood/hands_skin/hand_029.jpg,hands_skin,284.jpg
data/ood/hands_skin/hand_030.jpg,hands_skin,954.jpg
data/ood/hands_skin/hand_031.jpg,hands_skin,825.jpg
data/ood/hands_skin/hand_032.jpg,hands_skin,438.jpg
data/ood/hands_skin/hand_033.jpg,hands_skin,843.jpg
data/ood/hands_skin/hand_034.jpg,hands_skin,223.jpg
data/ood/hands_skin/hand_035.jpg,hands_skin,1104.jpg
data/ood/hands_skin/hand_036.jpg,hands_skin,146.jpg
data/ood/hands_skin/hand_037.jpg,hands_skin,860.jpg
data/ood/hands_skin/hand_038.jpg,hands_skin,898.jpg
data/ood/hands_skin/hand_039.jpg,hands_skin,182.jpg
data/ood/hands_skin/hand_040.jpg,hands_skin,876.jpg
data/ood/hands_skin/hand_041.jpg,hands_skin,94.jpg
data/ood/hands_skin/hand_042.jpg,hands_skin,642.jpg
data/ood/hands_skin/hand_043.jpg,hands_skin,1168.jpg
data/ood/hands_skin/hand_044.jpg,hands_skin,741.jpg
data/ood/hands_skin/hand_045.jpg,hands_skin,579.jpg
data/ood/hands_skin/hand_046.jpg,hands_skin,418.jpg
data/ood/hands_skin/hand_047.jpg,hands_skin,411.jpg
data/ood/hands_skin/hand_048.jpg,hands_skin,207.jpg
data/ood/hands_skin/hand_049.jpg,hands_skin,678.jpg
data/ood/hands_skin/hand_050.jpg,hands_skin,1188.jpg
data/ood/hands_skin/hand_051.jpg,hands_skin,1146.jpg
data/ood/hands_skin/hand_052.jpg,hands_skin,717.jpg
data/ood/hands_skin/hand_053.jpg,hands_skin,1115.jpg
data/ood/hands_skin/hand_054.jpg,hands_skin,116.jpg
data/ood/hands_skin/hand_055.jpg,hands_skin,179.jpg
data/ood/hands_skin/hand_056.jpg,hands_skin,483.jpg
data/ood/hands_skin/hand_057.jpg,hands_skin,929.jpg
data/ood/hands_skin/hand_058.jpg,hands_skin,882.jpg
data/ood/hands_skin/hand_059.jpg,hands_skin,234.jpg
data/ood/hands_skin/hand_060.jpg,hands_skin,351.jpg
data/ood/hands_skin/hand_061.jpg,hands_skin,1130.jpg
data/ood/hands_skin/hand_062.jpg,hands_skin,645.jpg
data/ood/hands_skin/hand_063.jpg,hands_skin,862.jpg
data/ood/hands_skin/hand_064.jpg,hands_skin,320.jpg
data/ood/hands_skin/hand_065.jpg,hands_skin,879.jpg
data/ood/hands_skin/hand_066.jpg,hands_skin,1016.jpg
data/ood/hands_skin/hand_067.jpg,hands_skin,302.jpg
data/ood/hands_skin/hand_068.jpg,hands_skin,1080.jpg
data/ood/hands_skin/hand_069.jpg,hands_skin,481.jpg
data/ood/hands_skin/hand_070.jpg,hands_skin,425.jpg
data/ood/hands_skin/hand_071.jpg,hands_skin,1191.jpg
data/ood/hands_skin/hand_072.jpg,hands_skin,919.jpg
data/ood/hands_skin/hand_073.jpg,hands_skin,101.jpg
data/ood/hands_skin/hand_074.jpg,hands_skin,804.jpg
data/ood/domestic_objects/object_000.jpg,domestic_objects,images - 2022-03-29T161629.605.jpg
data/ood/domestic_objects/object_001.jpg,domestic_objects,images - 2022-03-29T155402.647.jpg
data/ood/domestic_objects/object_002.jpg,domestic_objects,images (14).jpg
data/ood/domestic_objects/object_003.jpg,domestic_objects,images - 2022-03-30T104221.099.jpg
data/ood/domestic_objects/object_004.jpg,domestic_objects,images - 2022-03-30T094105.021.jpg
data/ood/domestic_objects/object_005.jpg,domestic_objects,images - 2022-03-29T155402.583.jpg
data/ood/domestic_objects/object_006.jpg,domestic_objects,images - 2022-03-30T094357.238.jpg
data/ood/domestic_objects/object_007.jpg,domestic_objects,images - 2022-03-30T104112.220.jpg
data/ood/domestic_objects/object_008.jpg,domestic_objects,images - 2022-03-30T104006.178.jpg
data/ood/domestic_objects/object_009.jpg,domestic_objects,images - 2022-03-29T161200.770.jpg
data/ood/domestic_objects/object_010.jpg,domestic_objects,images - 2022-03-30T104112.175.jpg
data/ood/domestic_objects/object_011.jpg,domestic_objects,images (8).jpg
data/ood/domestic_objects/object_012.jpg,domestic_objects,images - 2022-03-29T161048.607.jpg
data/ood/domestic_objects/object_013.jpg,domestic_objects,images (9).jpg
data/ood/domestic_objects/object_014.jpg,domestic_objects,images - 2022-03-29T161200.997.jpg
data/ood/domestic_objects/object_015.jpg,domestic_objects,images - 2022-03-29T161629.610.jpg
data/ood/domestic_objects/object_016.jpg,domestic_objects,images - 2022-03-29T161048.616.jpg
data/ood/domestic_objects/object_017.jpg,domestic_objects,images - 2022-03-30T104352.919.jpg
data/ood/domestic_objects/object_018.jpg,domestic_objects,images - 2022-03-29T161629.794.jpg
data/ood/domestic_objects/object_019.jpg,domestic_objects,images (79).jpg
data/ood/domestic_objects/object_020.jpg,domestic_objects,images - 2022-03-30T094707.496.jpg
data/ood/domestic_objects/object_021.jpg,domestic_objects,images (54).jpg
data/ood/domestic_objects/object_022.jpg,domestic_objects,images - 2022-03-30T094206.835.jpg
data/ood/domestic_objects/object_023.jpg,domestic_objects,images - 2022-03-30T104257.878.jpg
data/ood/domestic_objects/object_024.jpg,domestic_objects,images - 2022-03-29T161629.804.jpg
data/ood/domestic_objects/object_025.jpg,domestic_objects,images (67).jpg
data/ood/domestic_objects/object_026.jpg,domestic_objects,images - 2022-03-30T094104.974.jpg
data/ood/domestic_objects/object_027.jpg,domestic_objects,images - 2022-03-29T161002.568.jpg
data/ood/domestic_objects/object_028.jpg,domestic_objects,images - 2022-03-29T161048.882.jpg
data/ood/domestic_objects/object_029.jpg,domestic_objects,images (59).jpg
data/ood/domestic_objects/object_030.jpg,domestic_objects,images (46).jpg
data/ood/domestic_objects/object_031.jpg,domestic_objects,images - 2022-03-29T161629.333.jpg
data/ood/domestic_objects/object_032.jpg,domestic_objects,images - 2022-03-30T094357.207.jpg
data/ood/domestic_objects/object_033.jpg,domestic_objects,images - 2022-03-30T093844.164.jpg
data/ood/domestic_objects/object_034.jpg,domestic_objects,images - 2022-03-29T161002.571.jpg
data/ood/domestic_objects/object_035.jpg,domestic_objects,images - 2022-03-29T161201.033.jpg
data/ood/domestic_objects/object_036.jpg,domestic_objects,images - 2022-03-29T161629.614.jpg
data/ood/domestic_objects/object_037.jpg,domestic_objects,images (80).jpg
data/ood/domestic_objects/object_038.jpg,domestic_objects,images (70).jpg
data/ood/domestic_objects/object_039.jpg,domestic_objects,images - 2022-03-30T094636.141.jpg
data/ood/domestic_objects/object_040.jpg,domestic_objects,images - 2022-03-29T160935.711.jpg
data/ood/domestic_objects/object_041.jpg,domestic_objects,images - 2022-03-29T161629.782.jpg
data/ood/domestic_objects/object_042.jpg,domestic_objects,images (69).jpg
data/ood/domestic_objects/object_043.jpg,domestic_objects,images - 2022-03-30T094636.130.jpg
data/ood/domestic_objects/object_044.jpg,domestic_objects,images - 2022-03-29T161629.454.jpg
data/ood/domestic_objects/object_045.jpg,domestic_objects,images (11).jpg
data/ood/domestic_objects/object_046.jpg,domestic_objects,images - 2022-03-30T104353.021.jpg
data/ood/domestic_objects/object_047.jpg,domestic_objects,images - 2022-03-29T161048.595.jpg
data/ood/domestic_objects/object_048.jpg,domestic_objects,images (51).jpg
data/ood/domestic_objects/object_049.jpg,domestic_objects,images (79).jpg
data/ood/domestic_objects/object_050.jpg,domestic_objects,images - 2022-03-30T104352.855.jpg
data/ood/domestic_objects/object_051.jpg,domestic_objects,images - 2022-03-30T104352.943.jpg
data/ood/domestic_objects/object_052.jpg,domestic_objects,images - 2022-03-29T155402.551.jpg
data/ood/domestic_objects/object_053.jpg,domestic_objects,images - 2022-03-29T161629.404.jpg
data/ood/domestic_objects/object_054.jpg,domestic_objects,images - 2022-03-29T161048.961.jpg
data/ood/domestic_objects/object_055.jpg,domestic_objects,images (68).jpg
data/ood/domestic_objects/object_056.jpg,domestic_objects,images (98).jpg
data/ood/domestic_objects/object_057.jpg,domestic_objects,images (73).jpg
data/ood/domestic_objects/object_058.jpg,domestic_objects,images (7).jpg
data/ood/domestic_objects/object_059.jpg,domestic_objects,images - 2022-03-29T161629.806.jpg
data/ood/domestic_objects/object_060.jpg,domestic_objects,images - 2022-03-29T161200.803.jpg
data/ood/domestic_objects/object_061.jpg,domestic_objects,images - 2022-03-30T104257.915.jpg
data/ood/domestic_objects/object_062.jpg,domestic_objects,images - 2022-03-29T160313.584.jpg
data/ood/domestic_objects/object_063.jpg,domestic_objects,images - 2022-03-30T104112.166.jpg
data/ood/domestic_objects/object_064.jpg,domestic_objects,images - 2022-03-29T161048.426.jpg
data/ood/domestic_objects/object_065.jpg,domestic_objects,images - 2022-03-30T094707.521.jpg
data/ood/domestic_objects/object_066.jpg,domestic_objects,images (54).jpg
data/ood/domestic_objects/object_067.jpg,domestic_objects,images - 2022-03-29T161048.991.jpg
data/ood/domestic_objects/object_068.jpg,domestic_objects,images (1).jpg
data/ood/domestic_objects/object_069.jpg,domestic_objects,images - 2022-03-30T103924.745 (2).jpg
data/ood/domestic_objects/object_070.jpg,domestic_objects,images - 2022-03-29T160313.605.jpg
data/ood/domestic_objects/object_071.jpg,domestic_objects,images - 2022-03-29T160531.664.jpg
data/ood/domestic_objects/object_072.jpg,domestic_objects,images (41).jpg
data/ood/domestic_objects/object_073.jpg,domestic_objects,images - 2022-03-29T161629.614jhh.jpg
data/ood/domestic_objects/object_074.jpg,domestic_objects,images - 2022-03-29T161629.286.jpg
data/ood/clean_soils/soil_000.jpg,clean_soils,4.jpg
data/ood/clean_soils/soil_001.jpg,clean_soils,19.jpg
data/ood/clean_soils/soil_002.jpg,clean_soils,13.jpg
data/ood/clean_soils/soil_003.jpg,clean_soils,25.jpg
data/ood/clean_soils/soil_004.jpg,clean_soils,19.jpg
data/ood/clean_soils/soil_005.jpg,clean_soils,4.jpg
data/ood/clean_soils/soil_006.jpg,clean_soils,14.jpg
data/ood/clean_soils/soil_007.jpg,clean_soils,22.jpg
data/ood/clean_soils/soil_008.jpg,clean_soils,30.jpg
data/ood/clean_soils/soil_009.jpg,clean_soils,26.jpg
data/ood/clean_soils/soil_010.jpg,clean_soils,8.jpg
data/ood/clean_soils/soil_011.jpg,clean_soils,20.jpg
data/ood/clean_soils/soil_012.jpg,clean_soils,16.jpg
data/ood/clean_soils/soil_013.jpg,clean_soils,15.jpg
data/ood/clean_soils/soil_014.jpg,clean_soils,26.jpg
data/ood/clean_soils/soil_015.jpg,clean_soils,16.jpg
data/ood/clean_soils/soil_016.jpg,clean_soils,20.jpg
data/ood/clean_soils/soil_017.jpg,clean_soils,8.jpg
data/ood/clean_soils/soil_018.jpg,clean_soils,24.jpg
data/ood/clean_soils/soil_019.jpg,clean_soils,8.jpg
data/ood/clean_soils/soil_020.jpg,clean_soils,21.jpg
data/ood/clean_soils/soil_021.jpg,clean_soils,21.jpg
data/ood/clean_soils/soil_022.jpg,clean_soils,7.jpg
data/ood/clean_soils/soil_023.jpg,clean_soils,18.jpg
data/ood/clean_soils/soil_024.jpg,clean_soils,13.jpg
data/ood/clean_soils/soil_025.jpg,clean_soils,17.jpg
data/ood/clean_soils/soil_026.jpg,clean_soils,10.jpg
data/ood/clean_soils/soil_027.jpg,clean_soils,24.jpg
data/ood/clean_soils/soil_028.jpg,clean_soils,28.jpg
data/ood/clean_soils/soil_029.jpg,clean_soils,25.jpg
data/ood/clean_soils/soil_030.jpg,clean_soils,7.jpg
data/ood/clean_soils/soil_031.jpg,clean_soils,7.jpg
data/ood/clean_soils/soil_032.jpg,clean_soils,11.jpg
data/ood/clean_soils/soil_033.jpg,clean_soils,15.jpg
data/ood/clean_soils/soil_034.jpg,clean_soils,13.jpg
data/ood/clean_soils/soil_035.jpg,clean_soils,18.jpg
data/ood/clean_soils/soil_036.jpg,clean_soils,29.jpg
data/ood/clean_soils/soil_037.jpg,clean_soils,12.jpg
data/ood/clean_soils/soil_038.jpg,clean_soils,19.jpg
data/ood/clean_soils/soil_039.jpg,clean_soils,24.jpg
data/ood/clean_soils/soil_040.jpg,clean_soils,9.jpg
data/ood/clean_soils/soil_041.jpg,clean_soils,25.jpg
data/ood/clean_soils/soil_042.jpg,clean_soils,22.jpg
data/ood/clean_soils/soil_043.jpg,clean_soils,17.jpg
data/ood/clean_soils/soil_044.jpg,clean_soils,7.jpg
data/ood/clean_soils/soil_045.jpg,clean_soils,18.jpg
data/ood/clean_soils/soil_046.jpg,clean_soils,16.jpg
data/ood/clean_soils/soil_047.jpg,clean_soils,38.jpg
data/ood/clean_soils/soil_048.jpg,clean_soils,3.jpg
data/ood/clean_soils/soil_049.jpg,clean_soils,30.jpg
data/ood/clean_soils/soil_050.jpg,clean_soils,21.jpg
data/ood/clean_soils/soil_051.jpg,clean_soils,3.jpg
data/ood/clean_soils/soil_052.jpg,clean_soils,8.jpg
data/ood/clean_soils/soil_053.jpg,clean_soils,6.jpg
data/ood/clean_soils/soil_054.jpg,clean_soils,7.jpg
data/ood/clean_soils/soil_055.jpg,clean_soils,12.jpg
data/ood/clean_soils/soil_056.jpg,clean_soils,17.jpg
data/ood/clean_soils/soil_057.jpg,clean_soils,11.jpg
data/ood/clean_soils/soil_058.jpg,clean_soils,13.jpg
data/ood/clean_soils/soil_059.jpg,clean_soils,20.jpg
data/ood/clean_soils/soil_060.jpg,clean_soils,25.jpg
data/ood/clean_soils/soil_061.jpg,clean_soils,15.jpg
data/ood/clean_soils/soil_062.jpg,clean_soils,16.jpg
data/ood/clean_soils/soil_063.jpg,clean_soils,36.jpg
data/ood/clean_soils/soil_064.jpg,clean_soils,6.jpg
data/ood/clean_soils/soil_065.jpg,clean_soils,40.jpg
data/ood/clean_soils/soil_066.jpg,clean_soils,14.jpg
data/ood/clean_soils/soil_067.jpg,clean_soils,27.jpg
data/ood/clean_soils/soil_068.jpg,clean_soils,4.jpg
data/ood/clean_soils/soil_069.jpg,clean_soils,9.jpg
data/ood/clean_soils/soil_070.jpg,clean_soils,14.jpg
data/ood/clean_soils/soil_071.jpg,clean_soils,10.jpg
data/ood/clean_soils/soil_072.jpg,clean_soils,6.jpg
data/ood/clean_soils/soil_073.jpg,clean_soils,28.jpg
data/ood/clean_soils/soil_074.jpg,clean_soils,30.jpg
