filepath,label,width,height,filesize,md5,group_id
data/raw/Coccidiosis/cocci.1038.jpg,Coccidiosis,224,224,34418,55dceb1583e35e9b69b3f94f46e73aeb,45
data/raw/Coccidiosis/cocci.1039.jpg,Coccidiosis,224,224,35184,6b65dd3057fa45db1345ac8c0175d9e5,46
data/raw/Coccidiosis/cocci.104.jpg,Coccidiosis,224,224,22063,f5d9eaaaaade6b80a897753afb77de66,47
data/raw/Coccidiosis/cocci.1040.jpg,Coccidiosis,224,224,38659,def9c2dfd0964782e9fdb89a8a889b3f,48
data/raw/Coccidiosis/cocci.1041.jpg,Coccidiosis,224,224,46244,4edeacc258fa18dc93505dc96c35565e,49
data/raw/Coccidiosis/cocci.1042.jpg,Coccidiosis,224,224,41701,3ecefca9238c0d35f1592966773ebd44,50
data/raw/Coccidiosis/cocci.1043.jpg,Coccidiosis,224,224,35987,5df0da4df91ab019a32f425a1859b7af,51
data/raw/Coccidiosis/cocci.1044.jpg,Coccidiosis,224,224,32653,06a0e5e5d4e6080878e6555d32c7956b,52
data/raw/Coccidiosis/cocci.1045.jpg,Coccidiosis,224,224,32015,9db02cd530c53bd74009848c3beb19a8,53
data/raw/Coccidiosis/cocci.1046.jpg,Coccidiosis,224,224,21417,088e73626b470fffcf2d5f8ee5f3e73a,54
data/raw/Coccidiosis/cocci.1047.jpg,Coccidiosis,224,224,35853,f381152896f1662a5e4a2411fef9e15b,55
data/raw/Coccidiosis/cocci.1048.jpg,Coccidiosis,224,224,23590,3e528626245c482e34b8a4cfa7b1aaa1,56
data/raw/Coccidiosis/cocci.1049.jpg,Coccidiosis,224,224,24596,5b6804dc2558c9d6b031665e678e4df0,57
data/raw/Coccidiosis/cocci.105.jpg,Coccidiosis,224,224,22486,492439e88a82e4fd26edeea7fdb59b33,58
data/raw/Coccidiosis/cocci.1050.jpg,Coccidiosis,224,224,34450,125e1e58e88e1fc9135e9d7eb33ef599,59
data/raw/Coccidiosis/cocci.1051.jpg,Coccidiosis,224,224,32747,1d7853c31e830ed8c7328f0f0393fc0d,60
data/raw/Coccidiosis/cocci.1052.jpg,Coccidiosis,224,224,31018,e72264aa1bc86589427350d4ed412aca,61
data/raw/Coccidiosis/cocci.1053.jpg,Coccidiosis,224,224,39566,41aa67ae6360a3fca7d5c933c9d4263f,62
data/raw/Coccidiosis/cocci.1054.jpg,Coccidiosis,224,224,24016,5b4ebd1a5b3b783ab736a28f1209b3dc,63
data/raw/Coccidiosis/cocci.1055.jpg,Coccidiosis,224,224,23886,a0ae5722d773fec42b304a7842fddaf7,64
data/raw/Coccidiosis/cocci.1056.jpg,Coccidiosis,224,224,25166,60abe44d603f73233bf1bddb25ed59b2,65
data/raw/Coccidiosis/cocci.1057.jpg,Coccidiosis,224,224,33761,d4bd22f5de7cc45969b7f5cc542c3d9d,66
data/raw/Coccidiosis/cocci.1058.jpg,Coccidiosis,224,224,30023,370998b54742584af9b57385498bd5cf,67
data/raw/Coccidiosis/cocci.1059.jpg,Coccidiosis,224,224,25032,23899e44bebb5823c3a751f3d071b49b,68
data/raw/Coccidiosis/cocci.106.jpg,Coccidiosis,224,224,26569,fe83d6eaae8d6dc3899a7b8c88c02a2a,69
data/raw/Coccidiosis/cocci.1060.jpg,Coccidiosis,224,224,28103,1cd14ede426e9b2537a44e380182023f,70
data/raw/Coccidiosis/cocci.1061.jpg,Coccidiosis,224,224,30956,20da792fd54c6110cf6f28354e8b556e,71
data/raw/Coccidiosis/cocci.1062.jpg,Coccidiosis,224,224,29388,eb97811961b7acfb80aa7c6e76e760b7,72
data/raw/Coccidiosis/cocci.1063.jpg,Coccidiosis,224,224,29454,fa84b4c966cf7d2aa4e3c75bb9ba1247,73
data/raw/Coccidiosis/cocci.1064.jpg,Coccidiosis,224,224,37141,2fef88326b46b0b0bd367ee1f3bfac48,74
data/raw/Coccidiosis/cocci.1065.jpg,Coccidiosis,224,224,40879,d4fd34c4bd42f11902d71ee67661b96d,75
data/raw/Coccidiosis/cocci.1066.jpg,Coccidiosis,224,224,36338,f3f32f29ec1b2e088ee298c7230b11ba,76
data/raw/Coccidiosis/cocci.1067.jpg,Coccidiosis,224,224,29793,8ac72046540714882c09774af39ac217,77
data/raw/Coccidiosis/cocci.1068.jpg,Coccidiosis,224,224,23185,eba5774e1332d2a073bed2243406d91f,78
data/raw/Coccidiosis/cocci.1069.jpg,Coccidiosis,224,224,41435,1d6d7553dee8f14d5cfbb6d6600298b9,79
data/raw/Coccidiosis/cocci.107.jpg,Coccidiosis,224,224,26088,ac807339cbf16498fecc67b95c5da84a,80
data/raw/Coccidiosis/cocci.1070.jpg,Coccidiosis,224,224,30215,3bf99d1b09af2e1374d8cc6aff548fb9,81
data/raw/Coccidiosis/cocci.1071.jpg,Coccidiosis,224,224,25796,344a4c8388d57e619c156ee06a6e8d07,82
data/raw/Coccidiosis/cocci.1072.jpg,Coccidiosis,224,224,26888,f12c7756eb2e8611733a1b8b2344e4e7,83
data/raw/Coccidiosis/cocci.1073.jpg,Coccidiosis,224,224,37553,24ce1d066092fc3ac16e0c3f532577d4,84
data/raw/Coccidiosis/cocci.1074.jpg,Coccidiosis,224,224,40750,f2ffbbc9bb69eb19cf46656793444126,85
data/raw/Coccidiosis/cocci.1075.jpg,Coccidiosis,224,224,31905,f5277a9e51e9e296e4750b9d816b51a7,86
data/raw/Coccidiosis/cocci.1076.jpg,Coccidiosis,224,224,41164,2a940e3fe00899d91769991f5d451657,87
data/raw/Coccidiosis/cocci.1077.jpg,Coccidiosis,224,224,29929,825b4f48305554f5a2d7beee39304b62,88
data/raw/Coccidiosis/cocci.1078.jpg,Coccidiosis,224,224,34821,e806304713db1ce93fa149f11cd0b5e5,89
data/raw/Coccidiosis/cocci.1079.jpg,Coccidiosis,224,224,40378,4bfe3f089a628bece285a6df538b809e,90
data/raw/Coccidiosis/cocci.108.jpg,Coccidiosis,224,224,32632,bdaee605a2027d81fd5081a733fd2ca3,91
data/raw/Coccidiosis/cocci.1080.jpg,Coccidiosis,224,224,34669,4da4e4b7240e2c8b869ad22662a70da4,92
data/raw/Coccidiosis/cocci.1081.jpg,Coccidiosis,224,224,37375,b78744f065605ba8cc01b1f1d6e6eae6,93
data/raw/Coccidiosis/cocci.1082.jpg,Coccidiosis,224,224,32005,b96e17c2d6476ebbfc1022545ef0ed59,94
data/raw/Coccidiosis/cocci.1083.jpg,Coccidiosis,224,224,43053,6c7f135a8c1be6d60710e94c7ad7a575,95
data/raw/Coccidiosis/cocci.1084.jpg,Coccidiosis,224,224,42935,24d29e160b2efd8d8586b8c272a3d335,96
data/raw/Coccidiosis/cocci.1085.jpg,Coccidiosis,224,224,38153,3f751f6ff66ee85e715d458dc18275da,97
data/raw/Coccidiosis/cocci.1086.jpg,Coccidiosis,224,224,29689,3988fbbd077a281831728c5ad3a02e1e,98
data/raw/Coccidiosis/cocci.1087.jpg,Coccidiosis,224,224,39208,395622d71213a2890533e5e765661aaa,99
data/raw/Coccidiosis/cocci.1088.jpg,Coccidiosis,224,224,27630,28594f068b371e763fafb432c61fda1c,100
data/raw/Coccidiosis/cocci.1089.jpg,Coccidiosis,224,224,30869,75842f8f4539b8b940677e57d178c764,101
data/raw/Coccidiosis/cocci.109.jpg,Coccidiosis,224,224,22457,062e1624c438e644eeb6d0247ae85a90,102
data/raw/Coccidiosis/cocci.1090.jpg,Coccidiosis,224,224,35397,6ff48105565ae09cb19a76bce2391fa3,103
data/raw/Coccidiosis/cocci.1091.jpg,Coccidiosis,224,224,24735,92104dd927e22442ad0f1b27a366b1a6,104
data/raw/Coccidiosis/cocci.1092.jpg,Coccidiosis,224,224,30544,0bb4c996a598901c30c20ce6d209f6e5,105
data/raw/Coccidiosis/cocci.1093.jpg,Coccidiosis,224,224,20761,81e92fcd9da54a8d544395ad1cf6fdf8,106
data/raw/Coccidiosis/cocci.1094.jpg,Coccidiosis,224,224,28544,299b5fd5c5a2c91b1a4f4f73d160ec9b,107
data/raw/Coccidiosis/cocci.1095.jpg,Coccidiosis,224,224,26042,51b8c7e0bb01c1af49c0b57aa295e791,108
data/raw/Coccidiosis/cocci.1096.jpg,Coccidiosis,224,224,41226,beae8cfb423adb6c8fd44fc40530e06d,109
data/raw/Coccidiosis/cocci.1097.jpg,Coccidiosis,224,224,34515,34fcd6e76c1a3f62a9442cd6c512b0e2,110
data/raw/Coccidiosis/cocci.1098.jpg,Coccidiosis,224,224,29555,78668cb8a21891decd75889153e80303,111
data/raw/Coccidiosis/cocci.1099.jpg,Coccidiosis,224,224,24391,2da455c30a8965ad1e599e6aab0333ad,112
data/raw/Coccidiosis/cocci.11.jpg,Coccidiosis,224,224,34139,a6e0e75048dc33cb7f4052056b1c4939,113
data/raw/Coccidiosis/cocci.110.jpg,Coccidiosis,224,224,41468,b97a18061b2e845ff88a28d23eb554d6,114
data/raw/Coccidiosis/cocci.1100.jpg,Coccidiosis,224,224,26172,e2a05c6d8b51d45cf6e2ab68af06e2e7,115
data/raw/Coccidiosis/cocci.1101.jpg,Coccidiosis,224,224,32575,fd181cf26193a980928c342775f8bc5d,116
data/raw/Coccidiosis/cocci.1102.jpg,Coccidiosis,224,224,21269,21498fd1bd2737159ad51d77b2672a38,117
data/raw/Coccidiosis/cocci.1103.jpg,Coccidiosis,224,224,34687,bff8bc31c08870a1f908eeeac642643e,118
data/raw/Coccidiosis/cocci.1104.jpg,Coccidiosis,224,224,38692,51b396bce74f984316eb767df03710d2,119
data/raw/Coccidiosis/cocci.1105.jpg,Coccidiosis,224,224,24859,18c596725d86d95469f5a4ccddb65c45,120
data/raw/Coccidiosis/cocci.1106.jpg,Coccidiosis,224,224,26760,842c4570296b65d06577efc6e1d77816,121
data/raw/Coccidiosis/cocci.1107.jpg,Coccidiosis,224,224,17294,7e0ae7cc8fc1fad4901a53fb9981da84,122
data/raw/Coccidiosis/cocci.1108.jpg,Coccidiosis,224,224,19464,be46c38dbff48ada7019e3e450df19c3,123
data/raw/Coccidiosis/cocci.1109.jpg,Coccidiosis,224,224,38422,49fc639b6546a2786cb9b3b2d2d9d6ab,124
data/raw/Coccidiosis/cocci.111.jpg,Coccidiosis,224,224,35584,fe2a34d07199f9801fadccf85322219e,125
data/raw/Coccidiosis/cocci.1110.jpg,Coccidiosis,224,224,31044,e1e61da35d41ad9d444e90b1e8565994,126
data/raw/Coccidiosis/cocci.1111.jpg,Coccidiosis,224,224,40599,c14c4c122c89faa0f280aa273c0fc5a7,127
data/raw/Coccidiosis/cocci.1112.jpg,Coccidiosis,224,224,29893,8a2690288208e8c40bfc626d43cd259a,128
data/raw/Coccidiosis/cocci.1113.jpg,Coccidiosis,224,224,35235,c6000854074f0accd83915c494b8c39f,129
data/raw/Coccidiosis/cocci.1114.jpg,Coccidiosis,224,224,27015,53098d4bcfed7e174c2041e90f16195f,130
data/raw/Coccidiosis/cocci.1115.jpg,Coccidiosis,224,224,33307,ae4cbd014743052f3664041ed30e659b,131
data/raw/Coccidiosis/cocci.1116.jpg,Coccidiosis,224,224,35398,84f1956dbbecd4bc8bca0bc98879e4fa,132
data/raw/Coccidiosis/cocci.1117.jpg,Coccidiosis,224,224,23558,360123c39145029ef2e30faa678f93cb,133
data/raw/Coccidiosis/cocci.1118.jpg,Coccidiosis,224,224,35614,a3e54338bad45d31627e57d469c16e39,134
data/raw/Coccidiosis/cocci.1119.jpg,Coccidiosis,224,224,30536,e45579611b0f00fc845d49d21a705886,135
data/raw/Coccidiosis/cocci.112.jpg,Coccidiosis,224,224,28594,3e6895da4ae8723362a57d6df5b00065,136
data/raw/Coccidiosis/cocci.1120.jpg,Coccidiosis,224,224,36270,293297e25dc1d06b8d1779524b389d7f,137
data/raw/Coccidiosis/cocci.1121.jpg,Coccidiosis,224,224,30738,019c021cd9c371be32d53bd6e5498263,138
data/raw/Coccidiosis/cocci.1122.jpg,Coccidiosis,224,224,42802,502dd30bc51eec9e72e0b90888c41158,139
data/raw/Coccidiosis/cocci.1123.jpg,Coccidiosis,224,224,35022,48aaa7e48f6e79c6777e9b3a6f6739f0,140
data/raw/Coccidiosis/cocci.1124.jpg,Coccidiosis,224,224,25713,3fe832cfdf166d0785ef24897da0b65e,141
data/raw/Coccidiosis/cocci.1125.jpg,Coccidiosis,224,224,28798,076f10e4322fe9bfd5599a06860bdd19,142
data/raw/Coccidiosis/cocci.1126.jpg,Coccidiosis,224,224,24998,b21b78a6e3aabad5b338af6d9208206c,143
data/raw/Coccidiosis/cocci.1127.jpg,Coccidiosis,224,224,20314,3cadf0875b7b3f450b3c2d3fef681e5f,144
data/raw/Coccidiosis/cocci.1128.jpg,Coccidiosis,224,224,28431,3377c1f200c5ff3a2aebdb5e8fd5c15b,145
data/raw/Coccidiosis/cocci.1129.jpg,Coccidiosis,224,224,34464,0a68255712016c9c378cabff7c96b84f,146
data/raw/Coccidiosis/cocci.113.jpg,Coccidiosis,224,224,31444,e072bf997d0c0a0bcea6702a38a4a62b,147
data/raw/Coccidiosis/cocci.1130.jpg,Coccidiosis,224,224,36614,78b30328f6d364971aadc5b2f495741f,148
data/raw/Coccidiosis/cocci.1131.jpg,Coccidiosis,224,224,20761,81e92fcd9da54a8d544395ad1cf6fdf8,106
data/raw/Coccidiosis/cocci.1132.jpg,Coccidiosis,224,224,35196,868cd61db33139043c9bf00ff0aa19da,149
data/raw/Coccidiosis/cocci.1133.jpg,Coccidiosis,224,224,19398,9f0fb796bb8b46efd3c0f726242d8231,150
data/raw/Coccidiosis/cocci.1134.jpg,Coccidiosis,224,224,29568,e913b63949d8c9ab72c8519003db4d22,151
data/raw/Coccidiosis/cocci.1135.jpg,Coccidiosis,224,224,32098,9ffa8178c4bfa06698366f272349b89e,152
data/raw/Coccidiosis/cocci.1136.jpg,Coccidiosis,224,224,29059,07d7490e8c373579af7414a0a55cc7ec,153
data/raw/Coccidiosis/cocci.1137.jpg,Coccidiosis,224,224,22773,4e4faf16c3e14c8be685a4a90ef798f9,154
data/raw/Coccidiosis/cocci.1138.jpg,Coccidiosis,224,224,26190,ba5c0e47e21b61112a30daf628a2002c,155
data/raw/Coccidiosis/cocci.1139.jpg,Coccidiosis,224,224,37151,403ddc11764129fb4b8b842310826bc4,156
data/raw/Coccidiosis/cocci.114.jpg,Coccidiosis,224,224,43898,e6d360c2c05e6c7986ece84340c51c1c,157
data/raw/Coccidiosis/cocci.1140.jpg,Coccidiosis,224,224,26113,c97451cd6bae508c8d39585e346abd6f,158
data/raw/Coccidiosis/cocci.1141.jpg,Coccidiosis,224,224,26705,e3339f7774fa4436296424693ee9d8f1,159
data/raw/Coccidiosis/cocci.1142.jpg,Coccidiosis,224,224,36566,7b296bb640a66273bdfd3cd081affc1d,160
data/raw/Coccidiosis/cocci.1143.jpg,Coccidiosis,224,224,41993,87b390cacb7bfd205d108358d3f5ba1b,161
data/raw/Coccidiosis/cocci.1144.jpg,Coccidiosis,224,224,23318,6ee7113345408ea7c3f63e75c308dc6d,162
data/raw/Coccidiosis/cocci.1145.jpg,Coccidiosis,224,224,23337,91342121b5a6bd1561185f2ce6ddc12b,163
data/raw/Coccidiosis/cocci.1146.jpg,Coccidiosis,224,224,24760,9073c4466c8d93085adabea0cf75b253,164
data/raw/Coccidiosis/cocci.1147.jpg,Coccidiosis,224,224,30657,4519b3027d60f212926bcef5b7cb009b,165
data/raw/Coccidiosis/cocci.1148.jpg,Coccidiosis,224,224,38007,73c1de81e32c97e15b0f6340b6a97228,166
data/raw/Coccidiosis/cocci.1149.jpg,Coccidiosis,224,224,31818,7e21d6d76e31df6bc0e0e8533967ba8f,167
data/raw/Coccidiosis/cocci.115.jpg,Coccidiosis,224,224,37469,0bb3f8aa09276150d8a39ce91840a696,168
data/raw/Coccidiosis/cocci.1150.jpg,Coccidiosis,224,224,31524,6cc82b674d1bb3657955743599dbf2a0,169
data/raw/Coccidiosis/cocci.1151.jpg,Coccidiosis,224,224,42484,92c377d1c8f9eb675fd7892215e632e3,170
data/raw/Coccidiosis/cocci.1152.jpg,Coccidiosis,224,224,33739,da8d58fd43123b8ae2d981c768527cd8,171
data/raw/Coccidiosis/cocci.1153.jpg,Coccidiosis,224,224,29456,f15a370532bfb6ea1eef42d6864e05f4,172
data/raw/Coccidiosis/cocci.1154.jpg,Coccidiosis,224,224,28918,86712cdb889cbdadae279f55a0d08b17,173
data/raw/Coccidiosis/cocci.1155.jpg,Coccidiosis,224,224,26591,8fca2274dbe91fa67549e87a319863fc,174
data/raw/Coccidiosis/cocci.1156.jpg,Coccidiosis,224,224,34847,c19779a97408122e4f830af393a83f78,175
data/raw/Coccidiosis/cocci.1157.jpg,Coccidiosis,224,224,34707,99c4d33a84ae0bd66a93931a1bb26d1e,176
data/raw/Coccidiosis/cocci.1158.jpg,Coccidiosis,224,224,25398,0d1651a7656985c745f4b148cfdb1c85,177
data/raw/Coccidiosis/cocci.1159.jpg,Coccidiosis,224,224,34996,1381506f5fcb15b846685dd516c68b25,178
data/raw/Coccidiosis/cocci.116.jpg,Coccidiosis,224,224,28063,6908b6f21b3afb1049cf09458dc1e708,179
data/raw/Coccidiosis/cocci.1160.jpg,Coccidiosis,224,224,30827,b3c48be38d006cb581ce0b718f0f39c4,180
data/raw/Coccidiosis/cocci.1161.jpg,Coccidiosis,224,224,35496,f1d2f663a8e864d0f0e061095c81caee,181
data/raw/Coccidiosis/cocci.1162.jpg,Coccidiosis,224,224,26777,3a46b3678837a98aa28a15d37e48cc30,182
data/raw/Coccidiosis/cocci.1163.jpg,Coccidiosis,224,224,28621,765042a65c138c438860bc355029d292,183
data/raw/Coccidiosis/cocci.1164.jpg,Coccidiosis,224,224,24650,778d99977e9c4b799afab9b6ca4d54d9,184
data/raw/Coccidiosis/cocci.1165.jpg,Coccidiosis,224,224,32722,3e33f5c26dd70e74141f5b0a88bca00f,185
data/raw/Coccidiosis/cocci.1166.jpg,Coccidiosis,224,224,34496,db22c8db627ae66118561aab1a10461f,186
data/raw/Coccidiosis/cocci.1167.jpg,Coccidiosis,224,224,35680,6acf6c99072312ee9dbbc1aca41870ac,187
data/raw/Coccidiosis/cocci.1168.jpg,Coccidiosis,224,224,34433,b4200379d275a52826d962bbe9c054d6,188
data/raw/Coccidiosis/cocci.1169.jpg,Coccidiosis,224,224,35614,619e5e03fd4a3659296e1f82a7b771ab,189
data/raw/Coccidiosis/cocci.117.jpg,Coccidiosis,224,224,29956,21dc06f17e17a51b742ade67a41814cb,190
data/raw/Coccidiosis/cocci.1170.jpg,Coccidiosis,224,224,36617,07810165c23eeb0f311ae5477bcc6dc8,191
data/raw/Coccidiosis/cocci.1171.jpg,Coccidiosis,224,224,34445,f85f53766d3aab95d78fe38559df026b,192
data/raw/Coccidiosis/cocci.1172.jpg,Coccidiosis,224,224,37834,1744444144d9914f34d5a93865ab36aa,193
data/raw/Coccidiosis/cocci.1173.jpg,Coccidiosis,224,224,29375,9dd5733d21f6a4a648897f3e0fa451ff,194
data/raw/Coccidiosis/cocci.1174.jpg,Coccidiosis,224,224,32695,e0093fefde1a6fb0f2ad9c5bac7835a6,195
data/raw/Coccidiosis/cocci.1175.jpg,Coccidiosis,224,224,21227,c5ea0cd33afaeff3a3db2230df087861,196
data/raw/Coccidiosis/cocci.1176.jpg,Coccidiosis,224,224,34881,6d01fcc4b294f5fda834330b706f2a3d,197
data/raw/Coccidiosis/cocci.1177.jpg,Coccidiosis,224,224,35012,5a62b165d3636b048f965d359512c8f9,198
data/raw/Coccidiosis/cocci.1178.jpg,Coccidiosis,224,224,39027,bcc8d00580c27cde44c1f93010f2c257,199
data/raw/Coccidiosis/cocci.1179.jpg,Coccidiosis,224,224,32736,1a458665acf8f8801d25c1a0b2902b89,200
data/raw/Coccidiosis/cocci.118.jpg,Coccidiosis,224,224,30295,d0fcf725112ab49c4dd3083dc0ca1581,201
data/raw/Coccidiosis/cocci.1180.jpg,Coccidiosis,224,224,34515,34fcd6e76c1a3f62a9442cd6c512b0e2,110
data/raw/Coccidiosis/cocci.1181.jpg,Coccidiosis,224,224,27425,41272e35014db1faeb279675bb6b8bb6,202
data/raw/Coccidiosis/cocci.1182.jpg,Coccidiosis,224,224,38683,fdbf9a25035e759ed42300b981e4232c,203
data/raw/Coccidiosis/cocci.1183.jpg,Coccidiosis,224,224,31774,c4817b98cd19f110169ecfd7e466213a,204
data/raw/Coccidiosis/cocci.1184.jpg,Coccidiosis,224,224,25222,175bb245a579b0c98779398f93eacb8d,205
data/raw/Coccidiosis/cocci.1185.jpg,Coccidiosis,224,224,30748,45e2bb09f566db24be876b8837a95aa3,206
data/raw/Coccidiosis/cocci.1186.jpg,Coccidiosis,224,224,35062,8c0e6b59473134fd40734aa36f9330e4,207
data/raw/Coccidiosis/cocci.1187.jpg,Coccidiosis,224,224,27179,db5c204837da2900741e932dd01233f4,208
data/raw/Coccidiosis/cocci.1188.jpg,Coccidiosis,224,224,42343,45d8ac24a2a1fc48dbb3a48e92fe73c6,209
data/raw/Coccidiosis/cocci.1189.jpg,Coccidiosis,224,224,33517,3d3c2ae2c665676ffb56b1bf500d6fe0,210
data/raw/Coccidiosis/cocci.119.jpg,Coccidiosis,224,224,41471,ff867053633b093b183ce097a56b76db,211
data/raw/Coccidiosis/cocci.1190.jpg,Coccidiosis,224,224,27925,42a359cf20b353e86720183232207155,212
data/raw/Coccidiosis/cocci.1191.jpg,Coccidiosis,224,224,28364,eee338820f536fd1b96fad0e63b8c9f0,213
data/raw/Coccidiosis/cocci.1192.jpg,Coccidiosis,224,224,31069,362bcf8062d153c97c58dab51b090f77,214
data/raw/Coccidiosis/cocci.1193.jpg,Coccidiosis,224,224,40316,0ecb8f477a4df1c56159889d47ec5afa,215
data/raw/Coccidiosis/cocci.1194.jpg,Coccidiosis,224,224,33334,c46da4cd90e83e0e97d02423ce1a5385,216
data/raw/Coccidiosis/cocci.1195.jpg,Coccidiosis,224,224,32166,8e068926767969511df7fe5c499b5f8f,217
data/raw/Coccidiosis/cocci.1196.jpg,Coccidiosis,224,224,38814,f67654e022fb7459adaea6d99cbf17a7,218
